document_id,cleaned_text,sentiment
593,blast past child bubbl bath bring great joy still around love,0
594,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
595,良い,0
596,pareil quand jétai jeun,0
597,相当なスキルを持った商品ですモチベーション上がりました,0
598,love fact fragranc free doesnt dri skin,1
599,gift,1
600,time classic,1
601,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
602,good valu product thought would produc bubbl,1
603,work great love scentless use cap half make perfect amount bubbl,1
604,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
605,month old love good bubbl bath perfect gentl skin,1
606,blast past child bubbl bath bring great joy still around love,0
607,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
608,良い,0
609,pareil quand jétai jeun,0
610,相当なスキルを持った商品ですモチベーション上がりました,0
611,love fact fragranc free doesnt dri skin,1
612,gift,1
613,time classic,1
614,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
615,good valu product thought would produc bubbl,1
616,work great love scentless use cap half make perfect amount bubbl,1
617,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
618,month old love good bubbl bath perfect gentl skin,1
619,blast past child bubbl bath bring great joy still around love,0
620,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
621,良い,0
622,pareil quand jétai jeun,0
623,相当なスキルを持った商品ですモチベーション上がりました,0
624,love fact fragranc free doesnt dri skin,1
625,gift,1
626,time classic,1
627,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
628,good valu product thought would produc bubbl,1
629,work great love scentless use cap half make perfect amount bubbl,1
630,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
631,month old love good bubbl bath perfect gentl skin,1
632,blast past child bubbl bath bring great joy still around love,0
633,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
634,良い,0
635,pareil quand jétai jeun,0
636,相当なスキルを持った商品ですモチベーション上がりました,0
637,love fact fragranc free doesnt dri skin,1
638,gift,1
639,time classic,1
640,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
641,good valu product thought would produc bubbl,1
642,work great love scentless use cap half make perfect amount bubbl,1
643,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
644,month old love good bubbl bath perfect gentl skin,1
645,blast past child bubbl bath bring great joy still around love,0
646,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
647,良い,0
648,pareil quand jétai jeun,0
649,相当なスキルを持った商品ですモチベーション上がりました,0
650,love fact fragranc free doesnt dri skin,1
651,gift,1
652,time classic,1
653,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
654,good valu product thought would produc bubbl,1
655,work great love scentless use cap half make perfect amount bubbl,1
656,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
657,month old love good bubbl bath perfect gentl skin,1
658,blast past child bubbl bath bring great joy still around love,0
659,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
660,良い,0
661,pareil quand jétai jeun,0
662,相当なスキルを持った商品ですモチベーション上がりました,0
663,love fact fragranc free doesnt dri skin,1
664,gift,1
665,time classic,1
666,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
667,good valu product thought would produc bubbl,1
668,work great love scentless use cap half make perfect amount bubbl,1
669,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
670,month old love good bubbl bath perfect gentl skin,1
671,blast past child bubbl bath bring great joy still around love,0
672,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
673,良い,0
674,pareil quand jétai jeun,0
675,相当なスキルを持った商品ですモチベーション上がりました,0
676,love fact fragranc free doesnt dri skin,1
677,gift,1
678,time classic,1
679,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
680,good valu product thought would produc bubbl,1
681,work great love scentless use cap half make perfect amount bubbl,1
682,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
683,month old love good bubbl bath perfect gentl skin,1
684,blast past child bubbl bath bring great joy still around love,0
685,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
686,良い,0
687,pareil quand jétai jeun,0
688,相当なスキルを持った商品ですモチベーション上がりました,0
689,love fact fragranc free doesnt dri skin,1
690,gift,1
691,time classic,1
692,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
693,good valu product thought would produc bubbl,1
694,work great love scentless use cap half make perfect amount bubbl,1
695,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
696,month old love good bubbl bath perfect gentl skin,1
697,blast past child bubbl bath bring great joy still around love,0
698,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
699,良い,0
700,pareil quand jétai jeun,0
701,相当なスキルを持った商品ですモチベーション上がりました,0
702,love fact fragranc free doesnt dri skin,1
703,gift,1
704,time classic,1
705,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
706,good valu product thought would produc bubbl,1
707,work great love scentless use cap half make perfect amount bubbl,1
708,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
709,month old love good bubbl bath perfect gentl skin,1
710,blast past child bubbl bath bring great joy still around love,0
711,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
712,良い,0
713,pareil quand jétai jeun,0
714,相当なスキルを持った商品ですモチベーション上がりました,0
715,love fact fragranc free doesnt dri skin,1
716,gift,1
717,time classic,1
718,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
719,good valu product thought would produc bubbl,1
720,work great love scentless use cap half make perfect amount bubbl,1
721,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
722,month old love good bubbl bath perfect gentl skin,1
723,blast past child bubbl bath bring great joy still around love,0
724,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
725,良い,0
726,pareil quand jétai jeun,0
727,相当なスキルを持った商品ですモチベーション上がりました,0
728,love fact fragranc free doesnt dri skin,1
729,gift,1
730,time classic,1
731,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
732,good valu product thought would produc bubbl,1
733,work great love scentless use cap half make perfect amount bubbl,1
734,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
735,month old love good bubbl bath perfect gentl skin,1
736,blast past child bubbl bath bring great joy still around love,0
737,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
738,良い,0
739,pareil quand jétai jeun,0
740,相当なスキルを持った商品ですモチベーション上がりました,0
741,love fact fragranc free doesnt dri skin,1
742,gift,1
743,time classic,1
744,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
745,good valu product thought would produc bubbl,1
746,work great love scentless use cap half make perfect amount bubbl,1
747,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
748,month old love good bubbl bath perfect gentl skin,1
749,blast past child bubbl bath bring great joy still around love,0
750,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
751,良い,0
752,pareil quand jétai jeun,0
753,相当なスキルを持った商品ですモチベーション上がりました,0
754,love fact fragranc free doesnt dri skin,1
755,gift,1
756,time classic,1
757,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
758,good valu product thought would produc bubbl,1
759,work great love scentless use cap half make perfect amount bubbl,1
760,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
761,month old love good bubbl bath perfect gentl skin,1
762,blast past child bubbl bath bring great joy still around love,0
763,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
764,良い,0
765,pareil quand jétai jeun,0
766,相当なスキルを持った商品ですモチベーション上がりました,0
767,love fact fragranc free doesnt dri skin,1
768,gift,1
769,time classic,1
770,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
771,good valu product thought would produc bubbl,1
772,work great love scentless use cap half make perfect amount bubbl,1
773,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
774,month old love good bubbl bath perfect gentl skin,1
775,blast past child bubbl bath bring great joy still around love,0
776,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
777,良い,0
778,pareil quand jétai jeun,0
779,相当なスキルを持った商品ですモチベーション上がりました,0
780,love fact fragranc free doesnt dri skin,1
781,gift,1
782,time classic,1
783,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
784,good valu product thought would produc bubbl,1
785,work great love scentless use cap half make perfect amount bubbl,1
786,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
787,month old love good bubbl bath perfect gentl skin,1
788,blast past child bubbl bath bring great joy still around love,0
789,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
790,良い,0
791,pareil quand jétai jeun,0
792,相当なスキルを持った商品ですモチベーション上がりました,0
793,love fact fragranc free doesnt dri skin,1
794,gift,1
795,time classic,1
796,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
797,good valu product thought would produc bubbl,1
798,work great love scentless use cap half make perfect amount bubbl,1
799,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
800,month old love good bubbl bath perfect gentl skin,1
801,blast past child bubbl bath bring great joy still around love,0
802,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
803,良い,0
804,pareil quand jétai jeun,0
805,相当なスキルを持った商品ですモチベーション上がりました,0
806,love fact fragranc free doesnt dri skin,1
807,gift,1
808,time classic,1
809,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
810,good valu product thought would produc bubbl,1
811,work great love scentless use cap half make perfect amount bubbl,1
812,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
813,month old love good bubbl bath perfect gentl skin,1
814,blast past child bubbl bath bring great joy still around love,0
815,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
816,良い,0
817,pareil quand jétai jeun,0
818,相当なスキルを持った商品ですモチベーション上がりました,0
819,love fact fragranc free doesnt dri skin,1
820,gift,1
821,time classic,1
822,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
823,good valu product thought would produc bubbl,1
824,work great love scentless use cap half make perfect amount bubbl,1
825,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
826,month old love good bubbl bath perfect gentl skin,1
827,blast past child bubbl bath bring great joy still around love,0
828,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
829,良い,0
830,pareil quand jétai jeun,0
831,相当なスキルを持った商品ですモチベーション上がりました,0
832,love fact fragranc free doesnt dri skin,1
833,gift,1
834,time classic,1
835,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
836,good valu product thought would produc bubbl,1
837,work great love scentless use cap half make perfect amount bubbl,1
838,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
839,month old love good bubbl bath perfect gentl skin,1
840,blast past child bubbl bath bring great joy still around love,0
841,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
842,良い,0
843,pareil quand jétai jeun,0
844,相当なスキルを持った商品ですモチベーション上がりました,0
845,love fact fragranc free doesnt dri skin,1
846,gift,1
847,time classic,1
848,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
849,good valu product thought would produc bubbl,1
850,work great love scentless use cap half make perfect amount bubbl,1
851,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
852,month old love good bubbl bath perfect gentl skin,1
853,blast past child bubbl bath bring great joy still around love,0
854,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
855,良い,0
856,pareil quand jétai jeun,0
857,相当なスキルを持った商品ですモチベーション上がりました,0
858,love fact fragranc free doesnt dri skin,1
859,gift,1
860,time classic,1
861,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
862,good valu product thought would produc bubbl,1
863,work great love scentless use cap half make perfect amount bubbl,1
864,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
865,month old love good bubbl bath perfect gentl skin,1
866,blast past child bubbl bath bring great joy still around love,0
867,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
868,良い,0
869,pareil quand jétai jeun,0
870,相当なスキルを持った商品ですモチベーション上がりました,0
871,love fact fragranc free doesnt dri skin,1
872,gift,1
873,time classic,1
874,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
875,good valu product thought would produc bubbl,1
876,work great love scentless use cap half make perfect amount bubbl,1
877,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
878,month old love good bubbl bath perfect gentl skin,1
879,blast past child bubbl bath bring great joy still around love,0
880,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
881,良い,0
882,pareil quand jétai jeun,0
883,相当なスキルを持った商品ですモチベーション上がりました,0
884,love fact fragranc free doesnt dri skin,1
885,gift,1
886,time classic,1
887,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
888,good valu product thought would produc bubbl,1
889,work great love scentless use cap half make perfect amount bubbl,1
890,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
891,month old love good bubbl bath perfect gentl skin,1
892,blast past child bubbl bath bring great joy still around love,0
893,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
894,良い,0
895,pareil quand jétai jeun,0
896,相当なスキルを持った商品ですモチベーション上がりました,0
897,love fact fragranc free doesnt dri skin,1
898,gift,1
899,time classic,1
900,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
901,good valu product thought would produc bubbl,1
902,work great love scentless use cap half make perfect amount bubbl,1
903,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
904,month old love good bubbl bath perfect gentl skin,1
905,blast past child bubbl bath bring great joy still around love,0
906,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
907,良い,0
908,pareil quand jétai jeun,0
909,相当なスキルを持った商品ですモチベーション上がりました,0
910,love fact fragranc free doesnt dri skin,1
911,gift,1
912,time classic,1
913,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
914,good valu product thought would produc bubbl,1
915,work great love scentless use cap half make perfect amount bubbl,1
916,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
917,month old love good bubbl bath perfect gentl skin,1
918,blast past child bubbl bath bring great joy still around love,0
919,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
920,良い,0
921,pareil quand jétai jeun,0
922,相当なスキルを持った商品ですモチベーション上がりました,0
923,love fact fragranc free doesnt dri skin,1
924,gift,1
925,time classic,1
926,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
927,good valu product thought would produc bubbl,1
928,work great love scentless use cap half make perfect amount bubbl,1
929,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
930,month old love good bubbl bath perfect gentl skin,1
931,blast past child bubbl bath bring great joy still around love,0
932,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
933,良い,0
934,pareil quand jétai jeun,0
935,相当なスキルを持った商品ですモチベーション上がりました,0
936,love fact fragranc free doesnt dri skin,1
937,gift,1
938,time classic,1
939,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
940,good valu product thought would produc bubbl,1
941,work great love scentless use cap half make perfect amount bubbl,1
942,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
943,month old love good bubbl bath perfect gentl skin,1
944,blast past child bubbl bath bring great joy still around love,0
945,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
946,良い,0
947,pareil quand jétai jeun,0
948,相当なスキルを持った商品ですモチベーション上がりました,0
949,love fact fragranc free doesnt dri skin,1
950,gift,1
951,time classic,1
952,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
953,good valu product thought would produc bubbl,1
954,work great love scentless use cap half make perfect amount bubbl,1
955,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
956,month old love good bubbl bath perfect gentl skin,1
957,blast past child bubbl bath bring great joy still around love,0
958,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
959,良い,0
960,pareil quand jétai jeun,0
961,相当なスキルを持った商品ですモチベーション上がりました,0
962,love fact fragranc free doesnt dri skin,1
963,gift,1
964,time classic,1
965,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
966,good valu product thought would produc bubbl,1
967,work great love scentless use cap half make perfect amount bubbl,1
968,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
969,month old love good bubbl bath perfect gentl skin,1
970,blast past child bubbl bath bring great joy still around love,0
971,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
972,良い,0
973,pareil quand jétai jeun,0
974,相当なスキルを持った商品ですモチベーション上がりました,0
975,love fact fragranc free doesnt dri skin,1
976,gift,1
977,time classic,1
978,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
979,good valu product thought would produc bubbl,1
980,work great love scentless use cap half make perfect amount bubbl,1
981,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
982,month old love good bubbl bath perfect gentl skin,1
983,blast past child bubbl bath bring great joy still around love,0
984,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
985,良い,0
986,pareil quand jétai jeun,0
987,相当なスキルを持った商品ですモチベーション上がりました,0
988,love fact fragranc free doesnt dri skin,1
989,gift,1
990,time classic,1
991,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
992,good valu product thought would produc bubbl,1
993,work great love scentless use cap half make perfect amount bubbl,1
994,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
995,month old love good bubbl bath perfect gentl skin,1
996,blast past child bubbl bath bring great joy still around love,0
997,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
998,良い,0
999,pareil quand jétai jeun,0
1000,相当なスキルを持った商品ですモチベーション上がりました,0
1001,love fact fragranc free doesnt dri skin,1
1002,gift,1
1003,time classic,1
1004,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1005,good valu product thought would produc bubbl,1
1006,work great love scentless use cap half make perfect amount bubbl,1
1007,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1008,month old love good bubbl bath perfect gentl skin,1
1009,blast past child bubbl bath bring great joy still around love,0
1010,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1011,良い,0
1012,pareil quand jétai jeun,0
1013,相当なスキルを持った商品ですモチベーション上がりました,0
1014,love fact fragranc free doesnt dri skin,1
1015,gift,1
1016,time classic,1
1017,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1018,good valu product thought would produc bubbl,1
1019,work great love scentless use cap half make perfect amount bubbl,1
1020,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1021,month old love good bubbl bath perfect gentl skin,1
1022,blast past child bubbl bath bring great joy still around love,0
1023,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1024,良い,0
1025,pareil quand jétai jeun,0
1026,相当なスキルを持った商品ですモチベーション上がりました,0
1027,love fact fragranc free doesnt dri skin,1
1028,gift,1
1029,time classic,1
1030,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1031,good valu product thought would produc bubbl,1
1032,work great love scentless use cap half make perfect amount bubbl,1
1033,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1034,month old love good bubbl bath perfect gentl skin,1
1035,blast past child bubbl bath bring great joy still around love,0
1036,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1037,良い,0
1038,pareil quand jétai jeun,0
1039,相当なスキルを持った商品ですモチベーション上がりました,0
1040,love fact fragranc free doesnt dri skin,1
1041,gift,1
1042,time classic,1
1043,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1044,good valu product thought would produc bubbl,1
1045,work great love scentless use cap half make perfect amount bubbl,1
1046,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1047,month old love good bubbl bath perfect gentl skin,1
1048,blast past child bubbl bath bring great joy still around love,0
1049,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1050,良い,0
1051,pareil quand jétai jeun,0
1052,相当なスキルを持った商品ですモチベーション上がりました,0
1053,love fact fragranc free doesnt dri skin,1
1054,gift,1
1055,time classic,1
1056,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1057,good valu product thought would produc bubbl,1
1058,work great love scentless use cap half make perfect amount bubbl,1
1059,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1060,month old love good bubbl bath perfect gentl skin,1
1061,blast past child bubbl bath bring great joy still around love,0
1062,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1063,良い,0
1064,pareil quand jétai jeun,0
1065,相当なスキルを持った商品ですモチベーション上がりました,0
1066,love fact fragranc free doesnt dri skin,1
1067,gift,1
1068,time classic,1
1069,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1070,good valu product thought would produc bubbl,1
1071,work great love scentless use cap half make perfect amount bubbl,1
1072,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1073,month old love good bubbl bath perfect gentl skin,1
1074,blast past child bubbl bath bring great joy still around love,0
1075,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1076,良い,0
1077,pareil quand jétai jeun,0
1078,相当なスキルを持った商品ですモチベーション上がりました,0
1079,love fact fragranc free doesnt dri skin,1
1080,gift,1
1081,time classic,1
1082,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1083,good valu product thought would produc bubbl,1
1084,work great love scentless use cap half make perfect amount bubbl,1
1085,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1086,month old love good bubbl bath perfect gentl skin,1
1087,blast past child bubbl bath bring great joy still around love,0
1088,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1089,良い,0
1090,pareil quand jétai jeun,0
1091,相当なスキルを持った商品ですモチベーション上がりました,0
1092,love fact fragranc free doesnt dri skin,1
1093,gift,1
1094,time classic,1
1095,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1096,good valu product thought would produc bubbl,1
1097,work great love scentless use cap half make perfect amount bubbl,1
1098,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1099,month old love good bubbl bath perfect gentl skin,1
1100,blast past child bubbl bath bring great joy still around love,0
1101,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1102,良い,0
1103,pareil quand jétai jeun,0
1104,相当なスキルを持った商品ですモチベーション上がりました,0
1105,love fact fragranc free doesnt dri skin,1
1106,gift,1
1107,time classic,1
1108,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1109,good valu product thought would produc bubbl,1
1110,work great love scentless use cap half make perfect amount bubbl,1
1111,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1112,month old love good bubbl bath perfect gentl skin,1
1113,blast past child bubbl bath bring great joy still around love,0
1114,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1115,良い,0
1116,pareil quand jétai jeun,0
1117,相当なスキルを持った商品ですモチベーション上がりました,0
1118,love fact fragranc free doesnt dri skin,1
1119,gift,1
1120,time classic,1
1121,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1122,good valu product thought would produc bubbl,1
1123,work great love scentless use cap half make perfect amount bubbl,1
1124,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1125,month old love good bubbl bath perfect gentl skin,1
1126,blast past child bubbl bath bring great joy still around love,0
1127,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1128,良い,0
1129,pareil quand jétai jeun,0
1130,相当なスキルを持った商品ですモチベーション上がりました,0
1131,love fact fragranc free doesnt dri skin,1
1132,gift,1
1133,time classic,1
1134,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1135,good valu product thought would produc bubbl,1
1136,work great love scentless use cap half make perfect amount bubbl,1
1137,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1138,month old love good bubbl bath perfect gentl skin,1
1139,blast past child bubbl bath bring great joy still around love,0
1140,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1141,良い,0
1142,pareil quand jétai jeun,0
1143,相当なスキルを持った商品ですモチベーション上がりました,0
1144,love fact fragranc free doesnt dri skin,1
1145,gift,1
1146,time classic,1
1147,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1148,good valu product thought would produc bubbl,1
1149,work great love scentless use cap half make perfect amount bubbl,1
1150,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1151,month old love good bubbl bath perfect gentl skin,1
1152,blast past child bubbl bath bring great joy still around love,0
1153,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1154,良い,0
1155,pareil quand jétai jeun,0
1156,相当なスキルを持った商品ですモチベーション上がりました,0
1157,love fact fragranc free doesnt dri skin,1
1158,gift,1
1159,time classic,1
1160,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1161,good valu product thought would produc bubbl,1
1162,work great love scentless use cap half make perfect amount bubbl,1
1163,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1164,month old love good bubbl bath perfect gentl skin,1
1165,blast past child bubbl bath bring great joy still around love,0
1166,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1167,良い,0
1168,pareil quand jétai jeun,0
1169,相当なスキルを持った商品ですモチベーション上がりました,0
1170,love fact fragranc free doesnt dri skin,1
1171,gift,1
1172,time classic,1
1173,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1174,good valu product thought would produc bubbl,1
1175,work great love scentless use cap half make perfect amount bubbl,1
1176,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1177,month old love good bubbl bath perfect gentl skin,1
1178,blast past child bubbl bath bring great joy still around love,0
